crop_id,crop_type,soil_type,season,temperature_c,humidity_pct,rainfall_mm,nitrogen_ppm,phosphorus_ppm,potassium_ppm,disease_label,disease_severity,yield_kg_per_hectare,quality_score,is_diseased,npk_total,yield_category
665,Corn,Silty,Spring,13.9,78.9,174.1,122.7,68.7,191.9,Powdery Mildew,0.73,3537.8,5.69,1,383.3,Medium
666,Rice,Loamy,Summer,16.3,82.3,58.7,101.2,32.2,221.2,Rust,0.22,4345.3,5.15,1,354.6,Medium
667,Rice,Sandy,Spring,12.9,93.3,53.9,17.3,78.5,180.0,Root Rot,0.96,2711.4,5.67,1,275.8,Low
668,Rice,Silty,Winter,19.1,68.8,51.7,114.3,63.2,248.2,Root Rot,0.32,3475.3,7.55,1,425.7,Medium
669,Wheat,Loamy,Winter,21.0,37.8,24.8,78.5,55.2,151.9,Root Rot,0.88,2370.3,3.76,1,285.6,Low
670,Potato,Clay,Summer,21.5,95.0,210.8,51.8,14.4,115.0,Rust,0.53,16675.9,7.21,1,181.2,High
671,Potato,Silty,Winter,11.9,84.4,161.7,124.6,53.9,200.7,Leaf Blight,0.46,17302.8,5.2,1,379.2,High
672,Wheat,Clay,Winter,34.0,38.0,38.6,38.9,17.1,162.5,Leaf Blight,0.88,2400.8,6.81,1,218.5,Low
673,Wheat,Loamy,Autumn,39.0,41.2,293.1,102.1,23.6,59.2,Healthy,0.0,4003.9,9.73,0,184.89999999999998,Medium
674,Corn,Loamy,Autumn,28.2,63.2,206.4,102.8,8.4,57.3,Rust,0.5,4501.7,4.85,1,168.5,Medium
675,Rice,Loamy,Autumn,13.9,70.5,22.3,45.7,33.6,230.7,Leaf Blight,0.64,3062.8,5.66,1,310.0,Medium
676,Wheat,Sandy,Summer,12.1,77.6,298.6,107.6,19.4,124.4,Powdery Mildew,0.71,2836.9,6.52,1,251.4,Low
677,Potato,Loamy,Winter,21.4,92.7,74.2,47.8,44.9,186.8,Rust,0.25,19736.5,6.51,1,279.5,High
678,Corn,Loamy,Autumn,14.4,81.9,82.1,23.7,78.5,94.4,Healthy,0.0,5273.7,9.76,0,196.60000000000002,Medium
679,Wheat,Silty,Spring,25.9,75.5,259.6,87.2,50.6,229.3,Leaf Blight,0.57,3006.4,4.85,1,367.1,Medium
680,Tomato,Silty,Winter,27.8,46.8,206.0,109.9,54.3,78.5,Leaf Blight,0.41,26895.5,6.87,1,242.7,Very High
681,Corn,Loamy,Summer,30.3,57.2,137.3,71.5,31.6,143.7,Healthy,0.0,6190.4,6.43,0,246.79999999999998,Medium
682,Tomato,Sandy,Autumn,29.1,35.7,91.7,117.9,68.4,176.9,Rust,0.95,20728.1,3.85,1,363.20000000000005,Very High
683,Rice,Clay,Spring,32.3,66.0,147.9,132.4,77.2,134.8,Healthy,0.0,4047.9,7.54,0,344.40000000000003,Medium
684,Rice,Clay,Winter,10.4,42.4,249.4,11.0,36.9,156.9,Root Rot,0.55,3704.9,5.62,1,204.8,Medium
685,Potato,Sandy,Summer,15.2,53.9,40.0,59.5,8.8,149.1,Rust,0.14,18589.2,5.61,1,217.39999999999998,High
686,Wheat,Clay,Autumn,19.0,49.1,63.9,113.3,47.7,93.5,Powdery Mildew,0.92,2045.9,4.72,1,254.5,Low
687,Potato,Silty,Spring,20.7,70.0,98.6,59.5,5.4,228.0,Healthy,0.0,22612.5,5.93,0,292.9,Very High
688,Corn,Silty,Summer,12.5,63.4,46.1,27.3,41.6,81.1,Healthy,0.0,4842.2,8.28,0,150.0,Medium
689,Rice,Silty,Summer,26.1,47.5,296.8,101.9,38.0,78.0,Root Rot,0.46,3450.9,7.53,1,217.9,Medium
690,Wheat,Clay,Summer,18.5,38.7,126.3,56.4,7.4,183.2,Powdery Mildew,0.9,2380.6,7.11,1,247.0,Low
691,Corn,Silty,Summer,19.7,79.7,264.5,80.3,74.3,218.6,Healthy,0.0,5369.8,6.94,0,373.2,Medium
692,Wheat,Sandy,Summer,20.3,30.9,205.3,17.3,67.2,135.9,Healthy,0.0,3807.3,7.99,0,220.4,Medium
693,Wheat,Clay,Winter,17.4,39.9,153.4,44.9,62.5,222.8,Root Rot,0.53,2577.8,8.39,1,330.20000000000005,Low
694,Rice,Clay,Summer,15.7,85.6,188.7,30.8,14.0,130.3,Root Rot,0.28,4243.5,5.83,1,175.10000000000002,Medium
695,Rice,Clay,Spring,21.4,64.1,210.0,147.2,21.6,135.2,Leaf Blight,0.48,3763.0,4.54,1,304.0,Medium
696,Tomato,Loamy,Autumn,18.4,52.8,125.4,54.8,8.6,58.2,Healthy,0.0,28238.6,5.26,0,121.6,Very High
697,Corn,Clay,Winter,15.5,91.6,109.1,52.6,12.3,52.7,Leaf Blight,0.36,4397.5,6.92,1,117.60000000000001,Medium
698,Rice,Loamy,Summer,29.5,43.7,115.2,134.2,14.8,198.5,Powdery Mildew,0.42,4092.2,4.9,1,347.5,Medium
699,Potato,Clay,Spring,38.3,70.2,90.4,76.4,62.1,156.7,Leaf Blight,0.27,17549.8,5.3,1,295.2,High
700,Rice,Loamy,Autumn,23.5,76.6,273.3,19.5,36.4,236.3,Leaf Blight,0.48,3866.8,6.44,1,292.2,Medium
701,Wheat,Sandy,Autumn,11.4,66.8,238.3,107.1,60.6,129.5,Leaf Blight,0.64,2757.7,6.81,1,297.2,Low
702,Potato,Silty,Winter,22.0,47.6,55.2,32.4,21.3,189.3,Healthy,0.0,17993.1,9.4,0,243.0,High
703,Potato,Loamy,Autumn,35.6,49.3,80.6,26.7,21.8,156.7,Root Rot,0.55,16632.3,5.39,1,205.2,High
704,Rice,Clay,Summer,39.7,43.6,34.9,100.8,52.5,244.4,Powdery Mildew,0.93,2631.4,4.78,1,397.70000000000005,Low
705,Potato,Loamy,Autumn,39.6,70.7,3.1,59.8,59.8,105.9,Powdery Mildew,0.75,13615.0,4.87,1,225.5,High
706,Wheat,Clay,Winter,38.4,46.7,187.9,94.6,20.5,138.4,Rust,0.69,2813.7,5.25,1,253.5,Low
707,Rice,Silty,Summer,23.4,77.4,130.2,30.8,40.9,149.2,Rust,0.67,3648.0,5.83,1,220.89999999999998,Medium
708,Rice,Sandy,Autumn,10.6,40.6,53.3,65.2,50.6,63.9,Leaf Blight,0.61,3854.5,4.38,1,179.70000000000002,Medium
709,Rice,Clay,Summer,31.8,82.5,181.0,62.9,6.6,215.3,Root Rot,0.92,3245.3,6.38,1,284.8,Medium
710,Wheat,Sandy,Spring,33.8,30.6,237.5,85.9,66.4,220.5,Leaf Blight,0.32,2670.7,4.9,1,372.8,Low
711,Rice,Sandy,Autumn,20.0,40.0,16.8,106.9,52.1,74.6,Root Rot,0.78,3460.5,6.99,1,233.6,Medium
712,Wheat,Silty,Summer,10.0,44.6,68.0,64.0,31.5,107.4,Rust,0.37,2992.3,8.54,1,202.9,Low
713,Tomato,Clay,Summer,13.1,92.1,107.2,96.2,13.9,234.7,Healthy,0.0,29926.4,9.6,0,344.8,Very High
714,Wheat,Loamy,Summer,30.4,39.8,200.2,52.2,66.3,119.7,Rust,0.24,3096.3,5.12,1,238.2,Medium
715,Tomato,Clay,Spring,35.9,93.6,233.3,30.5,16.1,139.3,Powdery Mildew,0.94,20465.0,6.45,1,185.9,Very High
716,Tomato,Silty,Autumn,14.3,51.0,38.3,117.5,31.4,148.8,Healthy,0.0,26518.5,7.41,0,297.70000000000005,Very High
717,Tomato,Sandy,Winter,22.6,62.3,160.1,84.5,66.6,126.9,Rust,0.81,19266.8,5.98,1,278.0,High
718,Tomato,Sandy,Spring,17.1,30.2,298.2,12.4,46.9,241.5,Rust,0.62,23869.6,7.82,1,300.8,Very High
719,Wheat,Sandy,Autumn,23.8,84.3,165.5,140.4,36.6,92.1,Powdery Mildew,0.42,3217.2,5.35,1,269.1,Medium
720,Rice,Sandy,Winter,32.0,75.2,127.4,17.6,13.0,166.3,Healthy,0.0,5123.8,7.38,0,196.9,Medium
721,Potato,Clay,Summer,12.3,67.0,244.1,31.0,18.7,198.7,Leaf Blight,0.13,18193.5,8.4,1,248.39999999999998,High
722,Corn,Clay,Autumn,13.3,33.9,192.7,94.6,18.0,82.1,Root Rot,0.47,4248.1,6.0,1,194.7,Medium
723,Tomato,Loamy,Summer,22.7,40.2,291.9,83.0,78.3,75.0,Root Rot,0.6,25053.9,4.97,1,236.3,Very High
724,Potato,Sandy,Spring,34.5,60.4,94.0,99.9,67.0,83.0,Healthy,0.0,18313.4,9.02,0,249.9,High
725,Tomato,Loamy,Autumn,10.8,48.3,162.5,19.1,49.8,201.3,Leaf Blight,0.34,22843.8,5.88,1,270.20000000000005,Very High
726,Potato,Loamy,Spring,39.3,66.7,169.1,120.6,8.4,112.9,Leaf Blight,0.67,12586.2,7.76,1,241.9,High
727,Wheat,Sandy,Autumn,32.6,77.2,292.2,108.4,12.3,131.5,Powdery Mildew,0.78,2739.4,6.67,1,252.2,Low
728,Wheat,Silty,Winter,27.6,85.4,87.0,31.2,39.7,227.0,Rust,0.83,2092.6,4.11,1,297.9,Low
729,Rice,Sandy,Autumn,23.4,38.5,87.3,97.3,75.5,58.0,Leaf Blight,0.83,3145.1,6.43,1,230.8,Medium
730,Tomato,Clay,Summer,27.0,94.6,29.2,12.1,62.5,111.9,Leaf Blight,0.29,27398.2,8.53,1,186.5,Very High
731,Wheat,Loamy,Summer,12.0,67.5,106.0,20.0,58.3,142.1,Root Rot,0.18,3066.5,9.39,1,220.39999999999998,Medium
732,Corn,Clay,Winter,11.2,85.8,120.3,130.0,73.8,75.8,Root Rot,0.69,3552.5,5.42,1,279.6,Medium
733,Potato,Silty,Autumn,36.3,94.4,12.8,146.8,9.3,208.1,Powdery Mildew,0.44,17380.8,7.38,1,364.20000000000005,High
734,Potato,Clay,Autumn,21.3,67.1,256.1,41.2,70.6,183.8,Healthy,0.0,17927.4,6.74,0,295.6,High
735,Tomato,Clay,Summer,32.0,89.6,276.7,117.6,20.0,115.7,Rust,0.91,18878.8,4.79,1,253.3,High
736,Potato,Clay,Autumn,23.6,65.4,284.6,30.4,21.0,163.6,Root Rot,0.29,18959.8,9.07,1,215.0,High
737,Tomato,Loamy,Winter,39.4,43.9,63.4,13.2,61.9,134.6,Healthy,0.0,33928.1,6.26,0,209.7,Very High
738,Rice,Loamy,Winter,12.5,86.8,135.4,68.8,21.1,228.6,Healthy,0.0,4016.3,5.92,0,318.5,Medium
739,Wheat,Silty,Autumn,38.9,49.3,59.6,141.9,41.1,157.1,Healthy,0.0,3914.7,8.92,0,340.1,Medium
740,Tomato,Clay,Summer,12.3,73.4,185.0,55.3,79.0,237.8,Powdery Mildew,0.92,19360.0,6.31,1,372.1,High
741,Corn,Silty,Summer,25.0,50.6,237.6,104.4,24.7,194.5,Healthy,0.0,4923.3,9.94,0,323.6,Medium
742,Rice,Clay,Summer,32.4,42.2,208.9,118.4,50.1,93.2,Root Rot,0.68,3353.0,4.81,1,261.7,Medium
743,Rice,Loamy,Spring,19.1,50.0,245.7,27.5,42.4,249.8,Rust,0.96,2664.1,5.03,1,319.70000000000005,Low
744,Corn,Loamy,Spring,37.8,59.8,111.9,87.4,17.2,137.2,Powdery Mildew,0.85,3549.2,4.79,1,241.8,Medium
745,Tomato,Clay,Spring,34.2,36.7,194.9,96.3,35.8,149.3,Powdery Mildew,0.73,24030.3,6.84,1,281.4,Very High
746,Potato,Clay,Autumn,35.6,43.8,233.1,87.2,13.6,221.3,Healthy,0.0,20801.2,9.75,0,322.1,Very High
747,Corn,Silty,Spring,38.2,80.8,152.3,47.5,54.4,111.5,Root Rot,0.47,4895.3,8.17,1,213.4,Medium
748,Tomato,Clay,Spring,10.8,81.4,252.2,82.7,60.6,113.5,Leaf Blight,0.1,32334.3,5.68,1,256.8,Very High
749,Potato,Sandy,Winter,34.9,82.1,173.4,28.0,52.7,245.5,Root Rot,0.32,19917.3,5.31,1,326.2,High
750,Corn,Sandy,Spring,28.9,81.0,252.9,97.8,24.5,160.6,Rust,0.24,4570.7,9.04,1,282.9,Medium
751,Rice,Silty,Spring,28.9,68.6,8.3,109.1,74.0,65.8,Healthy,0.0,3950.9,6.91,0,248.89999999999998,Medium
752,Rice,Sandy,Summer,29.6,44.4,58.1,127.7,59.5,211.4,Root Rot,0.67,3568.3,5.51,1,398.6,Medium
753,Corn,Sandy,Spring,29.2,67.7,31.0,74.3,49.7,71.4,Healthy,0.0,5128.7,6.41,0,195.4,Medium
754,Rice,Loamy,Summer,21.7,61.9,6.6,20.3,76.9,65.3,Healthy,0.0,3929.5,8.44,0,162.5,Medium
755,Tomato,Sandy,Summer,19.0,88.7,197.9,98.4,69.1,73.4,Powdery Mildew,0.67,21636.4,5.36,1,240.9,Very High
756,Corn,Clay,Summer,25.7,46.5,36.5,94.9,45.2,153.6,Root Rot,1.0,3399.0,6.16,1,293.70000000000005,Medium
757,Rice,Loamy,Summer,16.6,77.3,282.0,47.5,41.1,240.6,Powdery Mildew,0.2,3788.5,6.34,1,329.2,Medium
758,Potato,Silty,Winter,37.7,46.3,59.4,128.4,58.8,242.4,Powdery Mildew,0.52,17308.4,4.65,1,429.6,High
759,Potato,Silty,Winter,36.5,57.5,224.1,124.2,51.7,171.5,Powdery Mildew,0.25,16411.5,6.61,1,347.4,High
760,Potato,Clay,Winter,15.0,32.2,153.4,92.2,27.0,215.3,Powdery Mildew,0.44,17136.1,7.14,1,334.5,High
761,Potato,Loamy,Winter,33.7,53.3,21.8,102.0,32.9,205.9,Powdery Mildew,0.46,14433.3,4.84,1,340.8,High
762,Corn,Sandy,Winter,27.0,50.9,69.8,19.3,26.3,92.4,Healthy,0.0,5857.7,6.09,0,138.0,Medium
763,Potato,Clay,Winter,30.5,58.3,244.0,37.7,8.7,148.8,Powdery Mildew,0.74,15965.0,4.07,1,195.20000000000002,High
764,Corn,Loamy,Winter,17.1,31.4,5.4,119.7,48.2,50.9,Root Rot,0.21,4966.6,6.85,1,218.8,Medium
765,Rice,Clay,Autumn,29.3,34.5,28.5,122.4,59.2,104.9,Root Rot,0.13,4308.8,8.43,1,286.5,Medium
766,Tomato,Loamy,Winter,28.4,55.6,208.9,73.6,68.7,243.4,Healthy,0.0,30508.1,5.61,0,385.70000000000005,Very High
767,Corn,Clay,Summer,13.2,51.0,206.3,71.0,17.8,88.2,Rust,0.19,4661.2,8.97,1,177.0,Medium
768,Corn,Clay,Autumn,36.5,32.8,14.4,52.6,24.8,187.6,Rust,0.99,3754.6,6.3,1,265.0,Medium
769,Tomato,Silty,Spring,13.8,86.0,225.9,134.3,77.4,132.7,Powdery Mildew,0.73,23947.2,5.65,1,344.4,Very High
770,Wheat,Silty,Autumn,19.7,77.5,67.7,46.9,27.2,66.6,Rust,0.57,2765.1,6.46,1,140.7,Low
771,Rice,Silty,Spring,16.4,73.6,140.4,63.9,41.6,118.1,Leaf Blight,0.73,2779.9,7.08,1,223.6,Low
772,Potato,Loamy,Winter,29.7,85.1,31.7,28.2,73.8,127.1,Rust,0.87,14059.0,5.37,1,229.1,High
773,Potato,Clay,Autumn,22.7,74.6,285.4,90.8,12.7,142.2,Rust,0.28,17228.3,5.07,1,245.7,High
774,Wheat,Loamy,Spring,24.3,64.5,105.6,26.6,46.3,120.9,Leaf Blight,0.11,3306.7,5.86,1,193.8,Medium
775,Tomato,Silty,Autumn,21.1,33.2,114.8,139.9,19.5,87.9,Rust,0.49,22916.9,5.02,1,247.3,Very High
776,Corn,Clay,Spring,29.4,92.3,65.9,17.4,7.7,103.2,Rust,0.65,4092.7,4.29,1,128.3,Medium
777,Wheat,Silty,Winter,21.8,44.3,247.2,106.8,42.1,84.2,Powdery Mildew,0.3,3191.1,5.48,1,233.10000000000002,Medium
778,Corn,Sandy,Winter,32.2,85.4,206.4,33.8,56.1,83.3,Rust,0.36,4006.2,5.94,1,173.2,Medium
779,Tomato,Silty,Autumn,10.6,93.3,264.4,33.9,62.0,51.9,Leaf Blight,0.97,19274.5,4.79,1,147.8,High
780,Tomato,Silty,Spring,11.4,31.1,204.0,50.7,22.1,150.6,Rust,0.1,32024.6,8.51,1,223.4,Very High
781,Wheat,Loamy,Winter,24.7,52.8,163.7,102.9,24.0,141.8,Healthy,0.0,3294.8,9.14,0,268.70000000000005,Medium
782,Corn,Silty,Spring,18.1,63.8,191.9,30.7,35.8,94.1,Powdery Mildew,0.9,3809.9,7.28,1,160.6,Medium
783,Corn,Silty,Autumn,16.2,35.8,276.2,62.9,13.1,104.8,Root Rot,0.13,5335.4,7.82,1,180.8,Medium
784,Potato,Sandy,Autumn,37.3,52.7,99.4,92.5,75.9,105.2,Root Rot,0.99,13443.0,4.18,1,273.6,High
785,Potato,Clay,Winter,33.9,66.8,237.8,58.6,13.3,51.7,Rust,0.73,15579.6,7.53,1,123.60000000000001,High
786,Rice,Loamy,Summer,19.1,48.7,239.9,12.2,8.1,106.6,Root Rot,0.71,3244.4,6.27,1,126.89999999999999,Medium
787,Wheat,Clay,Spring,17.5,52.8,85.0,130.3,54.9,203.8,Root Rot,0.38,2906.0,5.12,1,389.0,Low
788,Wheat,Silty,Spring,18.7,32.1,279.9,44.8,55.9,127.2,Powdery Mildew,0.23,3400.2,6.51,1,227.89999999999998,Medium
789,Wheat,Sandy,Winter,30.4,51.0,173.5,105.7,20.0,77.1,Powdery Mildew,0.93,2262.0,5.6,1,202.8,Low
790,Corn,Silty,Summer,21.3,86.9,131.1,29.4,38.1,112.7,Powdery Mildew,0.18,5206.1,9.15,1,180.2,Medium
791,Corn,Silty,Winter,10.8,66.3,287.2,68.9,61.7,173.0,Root Rot,0.42,4530.1,5.69,1,303.6,Medium
792,Rice,Loamy,Spring,32.7,55.5,120.9,10.8,65.6,225.0,Rust,0.56,3101.5,6.07,1,301.4,Medium
793,Wheat,Clay,Autumn,27.8,83.4,169.6,106.7,69.8,74.3,Healthy,0.0,3032.4,7.92,0,250.8,Medium
794,Potato,Sandy,Winter,14.1,88.2,191.9,31.7,52.1,193.8,Healthy,0.0,21209.4,9.68,0,277.6,Very High
795,Tomato,Clay,Summer,28.1,37.9,29.1,38.6,40.5,216.5,Rust,0.72,18891.1,5.66,1,295.6,High
796,Wheat,Silty,Summer,34.6,84.7,164.0,125.0,56.1,221.9,Healthy,0.0,3289.9,8.09,0,403.0,Medium
797,Tomato,Sandy,Summer,25.3,75.5,60.1,77.3,26.7,70.0,Leaf Blight,0.67,19883.5,6.35,1,174.0,High
798,Corn,Clay,Winter,22.5,57.6,8.4,74.0,47.3,52.2,Powdery Mildew,0.45,4777.4,5.63,1,173.5,Medium
799,Potato,Sandy,Winter,36.5,59.8,2.7,32.2,42.5,222.2,Root Rot,0.14,21185.6,5.8,1,296.9,Very High
800,Potato,Sandy,Autumn,29.7,66.6,137.8,130.2,15.5,207.0,Root Rot,0.56,14004.5,6.9,1,352.7,High
801,Tomato,Silty,Winter,38.9,69.4,54.1,109.2,43.0,181.8,Healthy,0.0,33745.4,6.3,0,334.0,Very High
802,Corn,Silty,Spring,11.3,85.4,47.8,23.5,13.0,236.8,Rust,0.96,3233.6,5.26,1,273.3,Medium
803,Rice,Silty,Winter,37.7,34.0,75.1,15.2,61.2,138.3,Leaf Blight,0.19,4633.0,6.48,1,214.70000000000002,Medium
804,Wheat,Silty,Summer,39.7,67.3,59.9,45.3,37.8,107.2,Leaf Blight,0.39,3130.1,5.3,1,190.3,Medium
805,Rice,Sandy,Spring,27.5,70.9,200.6,38.5,65.8,228.7,Root Rot,0.83,3284.4,5.11,1,333.0,Medium
806,Tomato,Sandy,Winter,15.7,43.5,248.3,80.1,31.7,230.0,Rust,0.59,19976.8,7.63,1,341.8,High
807,Wheat,Clay,Spring,13.8,63.6,30.3,79.8,8.9,158.1,Root Rot,0.48,2722.9,4.38,1,246.8,Low
808,Corn,Sandy,Autumn,12.2,67.4,256.0,140.5,42.5,129.8,Powdery Mildew,0.45,4317.7,4.57,1,312.8,Medium
809,Wheat,Loamy,Spring,11.0,57.4,60.2,134.3,9.5,90.8,Rust,0.52,3119.1,7.67,1,234.60000000000002,Medium
810,Corn,Clay,Spring,20.4,34.6,124.9,113.5,74.7,227.5,Healthy,0.0,5063.8,7.39,0,415.7,Medium
811,Rice,Silty,Summer,29.5,58.0,91.0,129.0,77.9,54.3,Powdery Mildew,0.75,2775.8,4.09,1,261.2,Low
812,Rice,Clay,Winter,11.6,79.8,208.6,70.2,37.0,77.6,Rust,0.65,3209.5,5.79,1,184.8,Medium
813,Potato,Clay,Summer,17.0,68.3,68.1,114.6,71.6,208.6,Powdery Mildew,0.42,15856.9,6.85,1,394.79999999999995,High
814,Wheat,Sandy,Winter,15.4,32.8,104.9,101.7,23.3,108.5,Leaf Blight,0.83,2041.0,6.03,1,233.5,Low
815,Tomato,Clay,Autumn,38.2,43.4,211.6,123.9,72.3,221.8,Healthy,0.0,31409.3,7.22,0,418.0,Very High
816,Corn,Sandy,Autumn,19.6,65.2,31.3,58.5,35.8,240.1,Powdery Mildew,0.8,3507.4,5.65,1,334.4,Medium
817,Wheat,Sandy,Autumn,32.3,43.7,111.7,124.3,15.6,245.6,Leaf Blight,0.92,2438.6,6.15,1,385.5,Low
818,Tomato,Clay,Autumn,18.3,55.0,248.2,21.8,25.9,171.9,Healthy,0.0,25691.6,7.48,0,219.60000000000002,Very High
819,Tomato,Silty,Summer,29.8,64.6,198.1,14.4,62.2,237.4,Root Rot,0.5,22016.0,8.12,1,314.0,Very High
820,Corn,Clay,Autumn,31.8,70.4,259.7,119.6,74.6,200.5,Powdery Mildew,0.83,3774.3,6.79,1,394.7,Medium
821,Potato,Loamy,Winter,22.7,76.7,230.7,46.4,77.0,143.5,Root Rot,0.96,13918.4,7.09,1,266.9,High
822,Rice,Loamy,Spring,40.0,80.1,88.7,90.0,7.9,104.9,Leaf Blight,0.92,2656.9,4.59,1,202.8,Low
823,Corn,Loamy,Autumn,35.4,58.8,5.2,11.2,7.8,121.7,Rust,0.11,4953.4,7.92,1,140.7,Medium
824,Potato,Clay,Autumn,36.9,65.8,286.0,71.7,24.4,207.3,Leaf Blight,0.47,16627.7,5.41,1,303.4,High
825,Tomato,Clay,Summer,13.4,32.5,205.3,130.5,48.5,58.4,Leaf Blight,0.3,23822.0,7.81,1,237.4,Very High
826,Wheat,Loamy,Spring,28.0,52.7,23.2,72.1,43.3,97.4,Powdery Mildew,0.98,1819.1,4.68,1,212.8,Low
827,Corn,Loamy,Summer,10.7,69.5,108.1,146.5,72.3,124.9,Root Rot,0.16,5034.4,9.25,1,343.70000000000005,Medium
828,Corn,Loamy,Summer,37.4,31.7,182.7,123.1,43.3,206.2,Rust,0.13,5008.0,7.25,1,372.59999999999997,Medium
829,Potato,Clay,Summer,21.4,94.9,23.5,20.8,75.2,94.9,Powdery Mildew,0.95,11949.3,5.37,1,190.9,High
830,Potato,Clay,Spring,28.2,72.8,156.1,54.4,19.6,165.0,Rust,0.76,14082.7,7.38,1,239.0,High
831,Corn,Sandy,Winter,19.4,93.2,207.9,72.3,76.8,132.0,Leaf Blight,0.82,4225.4,4.07,1,281.1,Medium
832,Potato,Silty,Summer,23.5,57.2,170.8,125.7,14.4,157.5,Rust,0.17,17870.0,8.43,1,297.6,High
